#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.48744    -0.48744           0
           2    -0.47656      -0.482  0.00384666
           3    -0.47896   -0.480987  0.00269461
           4    -0.48384     -0.4817  0.00211327
           5    -0.48192   -0.481744  0.00169107
           6    -0.48376    -0.48208  0.00144222
           7    -0.47416   -0.480949  0.00162031
           8    -0.48208    -0.48109  0.00142393
           9    -0.49088   -0.482178  0.00162906
          10    -0.49576   -0.483536   0.0019519
          11    -0.47864   -0.483091  0.00182449
          12    -0.48672   -0.483393  0.00169733
          13    -0.47664   -0.482874  0.00164434
          14    -0.47744   -0.482486  0.00157203
          15     -0.4788    -0.48224  0.00148631
          16    -0.49208   -0.482855  0.00151532
          17    -0.48168   -0.482786  0.00142776
          18    -0.48568   -0.482947  0.00135746
          19    -0.48064   -0.482825  0.00129143
          20    -0.47384   -0.482376  0.00130266
          21    -0.48224    -0.48237  0.00124065
          22    -0.47264   -0.481927  0.00126062
          23    -0.47472   -0.481614  0.00124414
          24    -0.47584   -0.481373  0.00121534
          25    -0.47504    -0.48112  0.00119284
          26    -0.48704   -0.481348  0.00116849
          27    -0.46848   -0.480871  0.00121853
          28    -0.48416   -0.480989  0.00118066
          29    -0.48456   -0.481112  0.00114635
          30    -0.48544   -0.481256  0.00111718
          31    -0.47464   -0.481043  0.00110134
          32    -0.48664   -0.481218  0.00108073
          33    -0.47664   -0.481079  0.00105684
          34    -0.48288   -0.481132  0.00102709
          35    -0.49048   -0.481399  0.00103188
          36    -0.47784     -0.4813  0.00100795
          37    -0.48512   -0.481403 0.000985977
          38     -0.4852   -0.481503  0.00096508
          39     -0.4736   -0.481301 0.000961374
          40    -0.48176   -0.481312 0.000937408
          41    -0.48248    -0.48134 0.000914977
          42    -0.48936   -0.481531 0.000912898
          43     -0.4876   -0.481673 0.000902511
          44    -0.49232   -0.481915 0.000913865
          45    -0.48528   -0.481989 0.000896612
          46    -0.48656   -0.482089 0.000882609
          47    -0.47312   -0.481898 0.000884218
          48    -0.48624   -0.481988 0.000870412
          49     -0.4876   -0.482103 0.000860149
          50    -0.48128   -0.482086 0.000843104
          51    -0.48032   -0.482052 0.000827284
          52    -0.48736   -0.482154 0.000817648
          53    -0.47784   -0.482072 0.000806262
          54    -0.48888   -0.482199 0.000801126
          55    -0.48024   -0.482163 0.000787351
          56     -0.4896   -0.482296 0.000784412
          57    -0.48896   -0.482413 0.000779315
          58     -0.4816   -0.482399 0.000766004
          59    -0.48408   -0.482427 0.000753551
          60    -0.48704   -0.482504 0.000744903
          61    -0.47184   -0.482329 0.000752926
          62    -0.47752   -0.482252 0.000744767
          63    -0.48064   -0.482226 0.000733385
          64    -0.48632    -0.48229  0.00072471
          65    -0.47968    -0.48225 0.000714672
          66    -0.48256   -0.482255 0.000703859
          67    -0.47368   -0.482127 0.000704893
          68    -0.48784   -0.482211 0.000699516
          69    -0.48864   -0.482304 0.000695557
          70    -0.48872   -0.482395 0.000691633
          71    -0.47728   -0.482323 0.000685634
          72    -0.46952   -0.482146 0.000698791
          73    -0.48792   -0.482225 0.000693682
          74    -0.48496   -0.482262 0.000685292
          75     -0.4768   -0.482189 0.000680013
          76     -0.4856   -0.482234 0.000672545
          77    -0.48368   -0.482252 0.000664073
          78     -0.4812   -0.482239 0.000655696
          79    -0.48016   -0.482213 0.000647924
          80    -0.49112   -0.482324 0.000649321
          81    -0.48888   -0.482405  0.00064633
          82     -0.4828    -0.48241 0.000638465
          83       -0.49   -0.482501 0.000637289
          84     -0.4856   -0.482538 0.000630769
          85    -0.47992   -0.482507 0.000624099
          86    -0.48456   -0.482531 0.000617299
          87     -0.4812   -0.482516 0.000610393
          88    -0.48488   -0.482543 0.000604048
          89    -0.48568   -0.482578 0.000598288
          90    -0.47584   -0.482503 0.000596306
          91    -0.48128    -0.48249 0.000589905
          92     -0.4788    -0.48245 0.000584855
          93    -0.48296   -0.482455 0.000578592
          94    -0.48664     -0.4825 0.000574147
          95    -0.47872    -0.48246  0.00056948
          96      -0.474   -0.482372 0.000570325
          97    -0.48432   -0.482392 0.000564799
          98    -0.48224    -0.48239 0.000559038
          99    -0.48216   -0.482388 0.000553396
         100    -0.47928   -0.482357 0.000548734
