#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.216762    0.216762           0
           2    0.226229    0.221496   0.0033471
           3    0.219464    0.220819  0.00229889
           4    0.218743      0.2203  0.00178177
           5    0.217301      0.2197  0.00152303
           6    0.201378    0.216646  0.00306299
           7    0.218475    0.216908  0.00263654
           8    0.196195    0.214318  0.00334477
           9    0.228831    0.215931   0.0033393
          10    0.222776    0.216615  0.00307472
          11    0.229382    0.217776  0.00300626
          12    0.216194    0.217644  0.00275863
          13    0.221805    0.217964  0.00256492
          14    0.204674    0.217015  0.00255135
          15    0.196589    0.215653  0.00272048
          16    0.205048     0.21499  0.00262996
          17    0.225291    0.215596  0.00254409
          18     0.22311    0.216014  0.00243675
          19     0.21185    0.215795  0.00231834
          20    0.217004    0.215855  0.00220321
          21    0.212496    0.215695  0.00210409
          22    0.223338    0.216043  0.00203693
          23    0.214484    0.215975   0.0019495
          24    0.219062    0.216103  0.00187251
          25    0.206374    0.215714  0.00183761
          26    0.233685    0.216405  0.00189245
          27    0.203813    0.215939  0.00187896
          28     0.18981    0.215006   0.0020304
          29      0.2199    0.215175  0.00196739
          30    0.222615    0.215423  0.00191737
          31    0.209862    0.215243  0.00186389
          32    0.221528     0.21544  0.00181596
          33    0.205495    0.215138  0.00178577
          34     0.22291    0.215367  0.00174781
          35    0.218667    0.215461  0.00170042
          36    0.214273    0.215428   0.0016535
          37    0.220712    0.215571  0.00161497
          38    0.208113    0.215375  0.00158435
          39    0.211289     0.21527  0.00154719
          40    0.236988    0.215813  0.00160094
          41    0.212303    0.215727  0.00156418
          42    0.203906    0.215446  0.00155205
          43    0.237826    0.215966  0.00160085
          44    0.230851    0.216305  0.00159981
          45    0.199769    0.215937  0.00160591
          46    0.195304    0.215489  0.00163243
          47    0.214923    0.215477  0.00159774
          48    0.203871    0.215235  0.00158265
          49    0.189427    0.214708  0.00163564
          50    0.193927    0.214292  0.00165489
          51    0.208663    0.214182  0.00162612
          52    0.215006    0.214198  0.00159492
          53    0.205941    0.214042  0.00157242
          54    0.210055    0.213968  0.00154503
          55    0.216465    0.214014  0.00151761
          56    0.203134    0.213819  0.00150289
          57    0.214467    0.213831  0.00147657
          58    0.217316    0.213891  0.00145233
          59    0.195492    0.213579  0.00146081
          60     0.20266    0.213397  0.00144776
          61    0.188596     0.21299  0.00148001
          62    0.195638    0.212711  0.00148237
          63    0.217169    0.212781  0.00146053
          64    0.226372    0.212994  0.00145306
          65    0.198026    0.212763  0.00144884
          66    0.202546    0.212609  0.00143513
          67    0.221763    0.212745   0.0014202
          68    0.219869     0.21285  0.00140317
          69    0.198057    0.212636  0.00139912
          70    0.215058     0.21267  0.00137956
          71     0.22505    0.212845   0.0013711
          72    0.203775    0.212719  0.00135783
          73    0.209037    0.212668  0.00134017
          74    0.205842    0.212576  0.00132523
          75    0.211005    0.212555  0.00130773
          76    0.209471    0.212514  0.00129115
          77    0.195358    0.212292  0.00129346
          78    0.203149    0.212174  0.00128218
          79    0.211324    0.212164  0.00126599
          80    0.203938    0.212061  0.00125434
          81    0.212891    0.212071  0.00123889
          82    0.209265    0.212037  0.00122426
          83    0.217562    0.212103  0.00121132
          84    0.218868    0.212184  0.00119957
          85    0.215047    0.212218  0.00118593
          86     0.20554     0.21214  0.00117468
          87    0.210063    0.212116  0.00116142
          88    0.215249    0.212152  0.00114877
          89    0.187476    0.211874  0.00116884
          90    0.202397    0.211769  0.00116059
          91    0.195878    0.211595   0.0011609
          92    0.232401    0.211821   0.0011701
          93    0.206061    0.211759  0.00115916
          94    0.202381    0.211659  0.00115111
          95    0.231335    0.211866  0.00115747
          96    0.209584    0.211842  0.00114566
          97    0.204329    0.211765  0.00113647
          98    0.204518    0.211691  0.00112727
          99    0.207005    0.211644  0.00111688
         100    0.205644    0.211584  0.00110732
