#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.405244    0.405244           0
           2    0.375029    0.390137   0.0106827
           3    0.377764    0.386012  0.00787787
           4    0.370702    0.382185  0.00677474
           5    0.378635    0.381475  0.00545687
           6    0.358521    0.377649  0.00573368
           7    0.379794    0.377955  0.00492276
           8    0.387728    0.379177  0.00445639
           9    0.393881    0.380811  0.00425018
          10     0.38955    0.381685  0.00391398
          11    0.355635    0.379317  0.00421411
          12    0.374172    0.378888  0.00388468
          13    0.377148    0.378754  0.00358817
          14    0.379737    0.378824  0.00333255
          15    0.342467      0.3764   0.0038933
          16    0.370094    0.376006  0.00366987
          17    0.363826     0.37529  0.00352324
          18    0.372389    0.375129  0.00333119
          19    0.348644    0.373735  0.00343516
          20    0.347399    0.372418  0.00350671
          21    0.398819    0.373675  0.00355794
          22    0.349283    0.372566  0.00356478
          23    0.345333    0.371382  0.00360107
          24    0.373045    0.371452  0.00345169
          25    0.419374    0.373368  0.00380889
          26     0.37749    0.373527  0.00366569
          27    0.351281    0.372703  0.00362134
          28    0.393573    0.373448  0.00356789
          29    0.376613    0.373558  0.00344652
          30    0.374356    0.373584  0.00333174
          31    0.374611    0.373617  0.00322443
          32    0.374096    0.373632   0.0031237
          33    0.353099     0.37301   0.0030904
          34    0.356942    0.372537  0.00303542
          35    0.380617    0.372768  0.00295746
          36    0.333106    0.371667  0.00307368
          37     0.36827    0.371575  0.00299198
          38    0.370889    0.371557   0.0029133
          39    0.399715    0.372279   0.0029267
          40    0.378396    0.372432  0.00285753
          41    0.384089    0.372716  0.00280194
          42    0.392942    0.373198   0.0027763
          43    0.352986    0.372728  0.00275124
          44     0.37078    0.372683  0.00268907
          45    0.342756    0.372018   0.0027103
          46    0.401223    0.372653  0.00272473
          47    0.347909    0.372127  0.00271714
          48     0.36424    0.371962   0.0026655
          49    0.349468    0.371503  0.00265034
          50    0.392617    0.371926  0.00263076
          51    0.360333    0.371698  0.00258897
          52    0.338087    0.371052  0.00261863
          53    0.326955     0.37022  0.00269817
          54    0.389111     0.37057  0.00267078
          55    0.373604    0.370625  0.00262279
          56    0.364656    0.370518  0.00257812
          57    0.362439    0.370376  0.00253679
          58    0.332371    0.369721  0.00257629
          59    0.334421    0.369123  0.00260117
          60    0.361422    0.368995  0.00256098
          61     0.39109    0.369357  0.00254448
          62    0.343056    0.368933  0.00253856
          63    0.349756    0.368628  0.00251645
          64    0.355448    0.368422  0.00248554
          65    0.354071    0.368201  0.00245709
          66    0.381772    0.368407  0.00242845
          67    0.363506    0.368334   0.0023933
          68    0.329386    0.367761  0.00242568
          69    0.376739    0.367891  0.00239401
          70    0.345198    0.367567  0.00238166
          71    0.355996    0.367404  0.00235368
          72    0.337774    0.366993  0.00235669
          73    0.385386    0.367245  0.00233784
          74    0.369012    0.367268  0.00230637
          75    0.366503    0.367258  0.00227564
          76    0.324661    0.366698  0.00231369
          77    0.343466    0.366396  0.00230323
          78    0.336244    0.366009  0.00230591
          79    0.375447    0.366129  0.00227982
          80    0.387897    0.366401   0.0022675
          81    0.338442    0.366056  0.00226563
          82    0.392798    0.366382  0.00226135
          83    0.354432    0.366238  0.00223868
          84    0.407349    0.366727  0.00226489
          85    0.334638     0.36635  0.00226949
          86    0.364479    0.366328  0.00224321
          87    0.391328    0.366616  0.00223575
          88    0.360263    0.366543  0.00221151
          89    0.354958    0.366413  0.00219049
          90    0.367999    0.366431  0.00216622
          91    0.345813    0.366204  0.00215424
          92    0.370595    0.366252  0.00213135
          93    0.316978    0.365722  0.00217329
          94    0.417023    0.366268  0.00221763
          95    0.425555    0.366892  0.00228041
          96    0.357578    0.366795  0.00225872
          97    0.379032    0.366921  0.00223896
          98    0.363849     0.36689  0.00221633
          99    0.375381    0.366975   0.0021956
         100     0.33383    0.366644  0.00219852
