#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1      0.0984      0.0984           0
           2     0.10612     0.10226  0.00272943
           3     0.10408    0.102867  0.00188584
           4     0.04084     0.08736   0.0135034
           5     0.02952    0.075792   0.0149584
           6      0.0998   0.0797933   0.0129895
           7     0.11304   0.0845429   0.0119707
           8      0.0298      0.0777   0.0122754
           9     0.06532   0.0763244   0.0109882
          10     0.06836    0.075528  0.00991823
          11     0.03344   0.0717018  0.00972663
          12     0.09648   0.0737667  0.00913262
          13     0.07624   0.0739569  0.00843209
          14     0.07744   0.0742057  0.00783347
          15     0.10124    0.076008  0.00751571
          16     0.13096   0.0794425   0.0077913
          17      -0.017   0.0737694  0.00916861
          18     0.10144   0.0753067  0.00878717
          19     0.13468   0.0784316  0.00886293
          20      0.0826     0.07864  0.00842224
          21     0.12084   0.0806495  0.00825743
          22     0.12152   0.0825073  0.00808837
          23     0.12188   0.0842191  0.00791578
          24     0.07676   0.0839083  0.00759206
          25     0.04188   0.0822272  0.00747219
          26     0.05784   0.0812892  0.00724343
          27     0.08636    0.081477  0.00697759
          28      0.1018   0.0822029  0.00676603
          29      0.1216   0.0835614  0.00666771
          30     0.06708    0.083012  0.00646805
          31     0.05196   0.0820103  0.00633649
          32     0.05592    0.081195  0.00619071
          33     0.05884   0.0805176  0.00604006
          34    -0.00436   0.0780212   0.0063574
          35     0.06112   0.0775383  0.00619407
          36     0.06344   0.0771467  0.00603438
          37      0.0952   0.0776346  0.00589099
          38       0.068   0.0773811  0.00574141
          39      0.1006   0.0779764  0.00562498
          40     0.06344    0.077613  0.00549608
          41     0.04728   0.0768732   0.0054116
          42     0.09836   0.0773848  0.00530688
          43     0.07868   0.0774149  0.00518355
          44     0.06808   0.0772027  0.00507008
          45      0.0106   0.0757227  0.00516893
          46     0.10472    0.076353  0.00509485
          47     0.13512   0.0776034  0.00513759
          48     0.04784   0.0769833  0.00506784
          49      0.0564   0.0765633  0.00498179
          50     0.06436   0.0763192  0.00488813
          51     0.13168   0.0774047  0.00491134
          52     0.08036   0.0774615  0.00481722
          53     0.06952   0.0773117  0.00472866
          54     0.10168    0.077763  0.00466257
          55     0.16748   0.0793942  0.00485476
          56     0.07748     0.07936  0.00476819
          57     0.07076   0.0792091  0.00468692
          58     0.12692   0.0800317  0.00467775
          59     0.04992   0.0795214  0.00462622
          60     0.12328   0.0802507  0.00460625
          61     0.08316   0.0802984  0.00453098
          62      0.1084   0.0807516  0.00448051
          63     0.11624   0.0813149  0.00444466
          64     0.04884   0.0808075  0.00440408
          65      0.0786   0.0807735  0.00433646
          66     0.09036   0.0809188  0.00427319
          67     0.08304   0.0809504  0.00420953
          68     0.12136   0.0815447  0.00418936
          69     0.05684   0.0811867  0.00414391
          70     0.07884   0.0811531  0.00408485
          71     0.06908   0.0809831  0.00403085
          72     0.15156   0.0819633  0.00409232
          73     0.07988   0.0819348  0.00403636
          74     0.12152   0.0824697  0.00401711
          75     0.01896   0.0816229  0.00405182
          76     0.07736   0.0815668  0.00399889
          77     0.07604   0.0814951   0.0039476
          78       0.094   0.0816554  0.00390025
          79      0.1486   0.0825028  0.00394186
          80     0.08232   0.0825005  0.00389258
          81     0.04648   0.0820558  0.00386985
          82     0.04968    0.081661  0.00384274
          83     0.15576   0.0825537  0.00389877
          84     0.03172   0.0819486  0.00389904
          85     0.07604   0.0818791  0.00385379
          86     0.09668   0.0820512  0.00381282
          87     0.06468   0.0818515  0.00377422
          88     0.12932   0.0823909  0.00376968
          89     0.08356    0.082404  0.00372734
          90     0.15072   0.0831631  0.00376243
          91     0.12268   0.0835974  0.00374606
          92     0.11916   0.0839839  0.00372523
          93     0.07628   0.0839011  0.00368609
          94     0.09676   0.0840379  0.00364942
          95     0.03632   0.0835356  0.00364541
          96     0.10524   0.0837617  0.00361444
          97      0.1238   0.0841744  0.00360067
          98     0.06988   0.0840286  0.00356688
          99      0.0658   0.0838444   0.0035356
         100     0.06456   0.0836516   0.0035055
