#   N_BLOCK:  ACCEPTANCE:
           1     0.31824
           2    0.317143
           3    0.317391
           4    0.317313
           5    0.317424
           6    0.316761
           7    0.316749
           8    0.316697
           9    0.316234
          10    0.316179
          11    0.315833
          12    0.315559
          13    0.316122
          14    0.316081
          15    0.316043
          16    0.316216
          17     0.31619
          18     0.31641
          19    0.316199
          20    0.316289
          21    0.316746
          22    0.317132
          23    0.316968
          24    0.316921
          25    0.317125
          26    0.317037
          27    0.317296
          28    0.317068
          29    0.317304
          30    0.317478
          31    0.317445
          32     0.31734
          33    0.317588
          34    0.317732
          35    0.317726
          36    0.317789
          37    0.317846
          38    0.317813
          39    0.317971
          40    0.317788
          41     0.31778
          42    0.317655
          43    0.317553
          44    0.317475
          45    0.317599
          46     0.31739
          47    0.317475
          48    0.317452
          49    0.317427
          50    0.317541
          51    0.317531
          52     0.31747
          53    0.317477
          54    0.317477
          55    0.317527
          56    0.317574
          57     0.31763
          58    0.317758
          59    0.317659
          60    0.317637
          61     0.31764
          62    0.317638
          63    0.317591
          64    0.317629
          65    0.317682
          66    0.317642
          67    0.317539
          68    0.317528
          69    0.317521
          70     0.31769
          71    0.317726
          72     0.31776
          73    0.317739
          74    0.317845
          75     0.31774
          76     0.31778
          77     0.31788
          78    0.317842
          79    0.317731
          80    0.317662
          81    0.317733
          82    0.317661
          83     0.31763
          84    0.317601
          85    0.317768
          86    0.317846
          87    0.317817
          88    0.317796
          89    0.317739
          90    0.317763
          91    0.317776
          92    0.317778
          93    0.317797
          94     0.31774
          95    0.317754
          96    0.317713
          97    0.317702
          98    0.317705
          99    0.317726
         100    0.317717
