#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.69736    -0.69736           0
           2    -0.67624     -0.6868  0.00746705
           3     -0.6836   -0.685733  0.00505364
           4    -0.68672    -0.68598  0.00379625
           5    -0.68176   -0.685136  0.00312941
           6    -0.69128    -0.68616  0.00277032
           7    -0.67312   -0.684297  0.00293479
           8    -0.68168    -0.68397  0.00258611
           9    -0.69376   -0.685058  0.00251717
          10    -0.68408    -0.68496  0.00226735
          11    -0.67992   -0.684502  0.00210701
          12    -0.68024   -0.684147  0.00196113
          13    -0.66936   -0.683009  0.00211455
          14    -0.66864   -0.681983  0.00219854
          15    -0.69224   -0.682667  0.00215569
          16    -0.70176    -0.68386  0.00232794
          17    -0.67344   -0.683247  0.00227027
          18    -0.69328   -0.683804  0.00221151
          19    -0.67704   -0.683448  0.00212357
          20    -0.68824   -0.683688  0.00203087
          21    -0.67144   -0.683105  0.00201617
          22    -0.70408   -0.684058   0.0021381
          23     -0.6788    -0.68383  0.00205733
          24     -0.6872    -0.68397  0.00197639
          25    -0.66376   -0.683162  0.00205603
          26     -0.6904    -0.68344  0.00199571
          27    -0.67112   -0.682984  0.00197327
          28    -0.67472   -0.682689  0.00192474
          29    -0.67736   -0.682505  0.00186712
          30    -0.69672   -0.682979  0.00186404
          31    -0.67248    -0.68264  0.00183442
          32    -0.67992   -0.682555  0.00177906
          33     -0.6768   -0.682381  0.00173367
          34    -0.68328   -0.682407  0.00168289
          35    -0.68896   -0.682594  0.00164518
          36    -0.68096   -0.682549  0.00160011
          37    -0.67592    -0.68237  0.00156686
          38     -0.6728   -0.682118  0.00154574
          39     -0.6796   -0.682053  0.00150745
          40    -0.68728   -0.682184  0.00147542
          41    -0.68192   -0.682178  0.00143944
          42    -0.69248   -0.682423  0.00142592
          43    -0.69272   -0.682662  0.00141272
          44     -0.6832   -0.682675  0.00138067
          45    -0.68472    -0.68272  0.00135073
          46    -0.68488   -0.682767  0.00132219
          47    -0.68168   -0.682744  0.00129426
          48    -0.68848   -0.682863   0.0012728
          49    -0.68992   -0.683007  0.00125494
          50    -0.67888   -0.682925  0.00123256
          51     -0.6888    -0.68304  0.00121376
          52    -0.68104   -0.683002  0.00119103
          53    -0.67536   -0.682857  0.00117725
          54    -0.68688   -0.682932   0.0011578
          55     -0.6828   -0.682929  0.00113676
          56    -0.69872   -0.683211   0.0011509
          57    -0.68584   -0.683258  0.00113163
          58    -0.67584    -0.68313  0.00111932
          59    -0.69016   -0.683249  0.00110667
          60    -0.69336   -0.683417  0.00110099
          61      -0.688   -0.683492   0.0010855
          62     -0.6828   -0.683481  0.00106805
          63    -0.68112   -0.683444  0.00105175
          64    -0.68472   -0.683464  0.00103551
          65    -0.68536   -0.683493  0.00101999
          66    -0.69768   -0.683708  0.00102693
          67    -0.69056    -0.68381  0.00101669
          68    -0.68192   -0.683782  0.00100211
          69    -0.67872   -0.683709 0.000990272
          70    -0.68472   -0.683723 0.000976231
          71    -0.68896   -0.683797 0.000965263
          72    -0.68136   -0.683763  0.00095245
          73    -0.69384   -0.683901 0.000949353
          74    -0.67352   -0.683761 0.000946833
          75    -0.68384   -0.683762 0.000934209
          76    -0.68432   -0.683769 0.000921945
          77      -0.672   -0.683617 0.000922556
          78     -0.6864   -0.683652 0.000911418
          79    -0.68864   -0.683715 0.000902065
          80    -0.68888    -0.68378 0.000893096
          81    -0.69136   -0.683874  0.00088696
          82      -0.678   -0.683802 0.000879031
          83    -0.67552   -0.683702 0.000874085
          84    -0.69144   -0.683794  0.00086852
          85    -0.67712   -0.683716 0.000861844
          86     -0.6796   -0.683668  0.00085315
          87    -0.68824    -0.68372 0.000844961
          88    -0.67736   -0.683648 0.000838445
          89    -0.68784   -0.683695 0.000830346
          90    -0.67672   -0.683618 0.000824729
          91    -0.68568    -0.68364 0.000815977
          92    -0.67472   -0.683543 0.000812848
          93    -0.69408   -0.683657 0.000811965
          94    -0.68744   -0.683697 0.000804324
          95     -0.6744   -0.683599 0.000801789
          96    -0.68824   -0.683647 0.000794893
          97    -0.68384   -0.683649 0.000786701
          98    -0.68336   -0.683647 0.000778679
          99    -0.67288   -0.683538 0.000778371
         100    -0.68504   -0.683553 0.000770732
