#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.364869    0.364869           0
           2    0.373954    0.369411  0.00321184
           3    0.394883    0.377902  0.00725574
           4    0.353988    0.371923   0.0075114
           5     0.36967    0.371473  0.00602262
           6     0.39136    0.374787  0.00586036
           7    0.329912    0.368377  0.00777553
           8    0.366346    0.368123  0.00680773
           9    0.339204     0.36491  0.00676728
          10    0.341422    0.362561  0.00648535
          11    0.371333    0.363358  0.00594461
          12    0.386887    0.365319  0.00576351
          13    0.381625    0.366573  0.00545494
          14    0.316408     0.36299  0.00613023
          15    0.358576    0.362696  0.00572861
          16    0.348448    0.361805  0.00543934
          17    0.326506    0.359729  0.00550146
          18    0.393432    0.361601  0.00550524
          19    0.388362     0.36301  0.00539266
          20    0.352976    0.362508  0.00514631
          21      0.3639    0.362574  0.00490167
          22    0.356978     0.36232  0.00468547
          23     0.33795     0.36126  0.00459999
          24    0.371978    0.361707  0.00442995
          25     0.35462    0.361423  0.00426181
          26    0.414467    0.363464  0.00456013
          27    0.402373    0.364905  0.00461333
          28    0.373699    0.365219  0.00445924
          29    0.351536    0.364747  0.00433037
          30    0.376293    0.365132  0.00420309
          31    0.304259    0.363168   0.0045029
          32    0.356666    0.362965  0.00436677
          33    0.390311    0.363794  0.00431235
          34    0.365626    0.363848  0.00418586
          35    0.397657    0.364814  0.00417623
          36     0.37419    0.365074  0.00406834
          37    0.420089    0.366561  0.00422136
          38    0.357311    0.366317  0.00411729
          39    0.332661    0.365454  0.00410116
          40    0.365938    0.365467  0.00399865
          41    0.427872    0.366989  0.00418078
          42    0.354148    0.366683  0.00409241
          43    0.378604     0.36696  0.00400661
          44    0.413867    0.368026   0.0040549
          45     0.35456    0.367727  0.00397582
          46    0.319395    0.366676  0.00402583
          47    0.357458     0.36648  0.00394495
          48    0.368614    0.366525  0.00386301
          49    0.373916    0.366675  0.00378712
          50    0.351956    0.366381   0.0037228
          51    0.352867    0.366116  0.00365922
          52    0.385518    0.366489  0.00360782
          53     0.40103    0.367141  0.00359813
          54    0.375245    0.367291  0.00353463
          55    0.374617    0.367424  0.00347287
          56    0.386054    0.367757  0.00342675
          57    0.370149    0.367799  0.00336689
          58    0.337177    0.367271  0.00334998
          59    0.381527    0.367512  0.00330191
          60    0.354914    0.367302  0.00325354
          61    0.366222    0.367285  0.00320026
          62    0.402617    0.367855  0.00319897
          63    0.385734    0.368138  0.00316076
          64    0.354115    0.367919  0.00311896
          65    0.357002    0.367751  0.00307549
          66    0.383591    0.367991  0.00303825
          67    0.370795    0.368033  0.00299319
          68    0.408761    0.368632   0.0030085
          69    0.395054    0.369015  0.00298917
          70     0.33456    0.368523  0.00298671
          71    0.359879    0.368401  0.00294713
          72    0.385491    0.368638  0.00291574
          73     0.34646    0.368335  0.00289158
          74    0.380542      0.3685  0.00285721
          75     0.36971    0.368516  0.00281916
          76    0.374463    0.368594  0.00278315
          77    0.365778    0.368557  0.00274724
          78    0.381689    0.368726  0.00271718
          79    0.417408    0.369342  0.00275177
          80    0.352151    0.369127  0.00272575
          81    0.398186    0.369486  0.00271561
          82    0.388972    0.369724  0.00269287
          83    0.356192    0.369561  0.00266535
          84    0.338345    0.369189   0.0026594
          85     0.34549     0.36891  0.00264269
          86    0.351328    0.368706  0.00261986
          87     0.40942    0.369174  0.00263121
          88    0.370202    0.369185  0.00260134
          89    0.384532    0.369358  0.00257782
          90    0.375849     0.36943  0.00255018
          91    0.384435    0.369595  0.00252749
          92    0.391921    0.369837  0.00251164
          93    0.326005    0.369366  0.00252846
          94    0.356967    0.369234    0.002505
          95    0.410022    0.369664  0.00251516
          96     0.37742    0.369744  0.00249026
          97    0.357266    0.369616  0.00246791
          98    0.386719     0.36979  0.00244889
          99    0.394906    0.370044  0.00243726
         100    0.325118    0.369595  0.00245394
