#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      4.9338      4.9338           0
           2     3.16873     4.05127    0.624045
           3     4.30867     4.13707    0.421887
           4      3.7646     4.04395     0.32653
           5     4.53407     4.14197    0.275545
           6     4.30807     4.16966    0.231007
           7     4.33613     4.19344    0.199226
           8      4.6448     4.24986    0.182137
           9      4.4258     4.26941    0.162945
          10     4.26513     4.26898    0.146651
          11     4.58973     4.29814    0.136187
          12     4.91113     4.34922    0.134077
          13     4.64647     4.37209    0.125698
          14      4.2138     4.36078    0.117227
          15     4.81173     4.39084    0.113201
          16       6.252     4.50717    0.154751
          17     3.08707     4.42363    0.166676
          18      5.4524     4.48079    0.166928
          19      5.3274     4.52534    0.163982
          20     4.59727     4.52894    0.155822
          21      4.5782     4.53129     0.14842
          22      5.0686     4.55571    0.143669
          23     3.91513     4.52786    0.140096
          24     3.16293     4.47099    0.145345
          25      4.4268     4.46922    0.139542
          26     5.31893      4.5019    0.137949
          27     4.44693     4.49986    0.132854
          28     4.54713     4.50155     0.12812
          29     3.86327     4.47954    0.125579
          30     5.19627     4.50343    0.123644
          31     3.68807     4.47713    0.122421
          32     4.79233     4.48698    0.118991
          33     4.45353     4.48597     0.11539
          34     5.01047     4.50139    0.113023
          35     4.80967      4.5102    0.110136
          36     4.53947     4.51101     0.10708
          37     4.43213     4.50888    0.104207
          38      4.9082     4.51939    0.101993
          39      3.7886     4.50065    0.101084
          40      4.9426      4.5117   0.0991593
          41     5.32933     4.53164   0.0987257
          42      4.7266     4.53629   0.0964842
          43      4.2356     4.52929   0.0944934
          44       4.858     4.53676   0.0926407
          45     4.52567     4.53652   0.0905823
          46        4.02     4.52529   0.0893064
          47     5.12547     4.53806   0.0883145
          48      4.8536     4.54463   0.0867189
          49     5.03973     4.55474   0.0855358
          50     3.56353     4.53491   0.0860917
          51      5.0336     4.54469   0.0849571
          52     4.78013     4.54922   0.0834439
          53      3.7286     4.53373   0.0832936
          54     4.27853     4.52901    0.081885
          55     4.53593     4.52913   0.0803963
          56     4.37733     4.52642   0.0790064
          57     4.61073      4.5279   0.0776341
          58      4.1246     4.52095   0.0766064
          59     4.41067     4.51908   0.0753308
          60       4.235     4.51435   0.0742239
          61     4.67693     4.51701    0.073055
          62     4.32687     4.51394    0.071941
          63     4.77847     4.51814   0.0709215
          64     4.27607     4.51436   0.0699141
          65      3.8648     4.50437   0.0695491
          66     5.22113     4.51523    0.069338
          67     4.55373      4.5158   0.0683055
          68     3.80087     4.50529   0.0681053
          69     5.09853     4.51389   0.0676588
          70     3.69133     4.50214    0.067705
          71      5.2538     4.51272   0.0675741
          72     4.63833     4.51447   0.0666581
          73     4.12493     4.50913   0.0659582
          74       2.936     4.48787   0.0684069
          75     3.96927     4.48096   0.0678434
          76     4.45667     4.48064   0.0669515
          77     4.75213     4.48416   0.0661748
          78      3.5632     4.47236   0.0663714
          79     4.92487     4.47808   0.0657779
          80     4.08667     4.47319   0.0651374
          81     4.41047     4.47242   0.0643379
          82      3.5622     4.46132   0.0645037
          83     4.19933     4.45816   0.0638037
          84       5.432     4.46975   0.0640888
          85     4.68567     4.47229   0.0633851
          86     3.71827     4.46353   0.0632516
          87     5.92373     4.48031   0.0647131
          88     4.93407     4.48547   0.0641828
          89     4.22227     4.48251   0.0635298
          90     3.63093     4.47305   0.0635246
          91     5.11973     4.48015   0.0632228
          92     4.50253      4.4804    0.062536
          93     4.06153     4.47589   0.0620256
          94      4.6692     4.47795   0.0613998
          95      4.9854     4.48329   0.0609854
          96      4.2178     4.48053   0.0604128
          97     4.96487     4.48552    0.059996
          98     4.13453     4.48194   0.0594906
          99     3.30767     4.47008   0.0600605
         100     4.22533     4.46763   0.0595097
