#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1       0.027       0.027           0
           2     0.04904     0.03802  0.00779232
           3     0.01092   0.0289867   0.0090215
           4     0.01904      0.0265  0.00710057
           5     0.05632    0.032464   0.0077925
           6     0.03192   0.0323733  0.00649428
           7     0.06504     0.03704  0.00704648
           8     0.01784     0.03464  0.00656167
           9     0.01824   0.0328178  0.00608035
          10     0.02252    0.031788  0.00555883
          11       -0.02     0.02708  0.00675929
          12     -0.0052     0.02439  0.00670997
          13     0.03924   0.0255323   0.0062903
          14     0.02184   0.0252686  0.00584652
          15      0.0394   0.0262107  0.00553213
          16     0.02272   0.0259925  0.00519067
          17     0.02368   0.0258565  0.00488712
          18     0.07156   0.0283956   0.0052338
          19      0.0308   0.0285221  0.00495987
          20       0.039    0.029046  0.00473946
          21     0.07588   0.0312762   0.0050111
          22     0.03972     0.03166  0.00479799
          23     0.02312   0.0312887  0.00460373
          24     0.02352    0.030965  0.00442327
          25     0.06324    0.032256  0.00443074
          26     0.03504   0.0323631  0.00426162
          27      0.1048   0.0350459  0.00487567
          28    -0.02452   0.0329186  0.00514475
          29     0.04848   0.0334552  0.00499525
          30     0.03168    0.033396  0.00482909
          31     0.07444     0.03472  0.00485142
          32     0.08272     0.03622  0.00492625
          33     0.04352   0.0364412  0.00478193
          34     0.03796   0.0364859   0.0046415
          35     0.04312   0.0366754  0.00451275
          36     0.05964   0.0373133  0.00443225
          37     0.04172   0.0374324  0.00431406
          38     0.02092   0.0369979  0.00422236
          39     0.04892   0.0373036  0.00412515
          40     0.05168    0.037663  0.00403765
          41     0.03064   0.0374917   0.0039428
          42      0.0272   0.0372467  0.00385653
          43     0.02832   0.0370391  0.00377243
          44      0.0066   0.0363473  0.00374959
          45     0.07704   0.0372516  0.00377373
          46     0.05968   0.0377391  0.00372306
          47     -0.0286   0.0363277  0.00390224
          48     0.01416   0.0358658  0.00384817
          49     0.00712   0.0352792  0.00381409
          50     0.03132      0.0352  0.00373863
          51     0.02832   0.0350651  0.00366776
          52     0.02488   0.0348692  0.00360245
          53      0.0164   0.0345208  0.00355129
          54     0.04196   0.0346585   0.0034882
          55     0.01256   0.0342567  0.00344784
          56     0.02236   0.0340443  0.00339281
          57    -0.00588   0.0333439  0.00340482
          58     0.02896   0.0332683  0.00334696
          59      0.0026   0.0327485  0.00333035
          60     0.04972   0.0330313  0.00328683
          61     0.02752    0.032941  0.00323419
          62     0.05004   0.0332168  0.00319376
          63     0.05656   0.0335873  0.00316449
          64     0.01456     0.03329  0.00312898
          65     0.05768   0.0336652  0.00310326
          66     0.06524   0.0341436  0.00309289
          67     0.03916   0.0342185  0.00304764
          68      0.0178   0.0339771  0.00301237
          69     0.06656   0.0344493   0.0030055
          70     0.06756   0.0349223  0.00299955
          71     0.03352   0.0349025  0.00295737
          72     0.01136   0.0345756  0.00293431
          73     0.03844   0.0346285   0.0028946
          74     0.07084   0.0351178  0.00289655
          75     0.01704   0.0348768  0.00286794
          76      0.0356   0.0348863  0.00283022
          77     0.01428   0.0346187  0.00280609
          78    -0.00392   0.0341246  0.00281327
          79     0.06236    0.034482  0.00280027
          80     0.04128    0.034567  0.00276656
          81      0.0328   0.0345452  0.00273249
          82     0.01196   0.0342698  0.00271301
          83     0.03304   0.0342549  0.00268037
          84     0.02332   0.0341248  0.00265162
          85     0.09276   0.0348146  0.00270866
          86     0.05624   0.0350637   0.0026886
          87     0.03136   0.0350211  0.00265804
          88     0.06548   0.0353673  0.00265027
          89    -0.00756   0.0348849  0.00266402
          90     0.03592   0.0348964  0.00263444
          91     0.02432   0.0347802  0.00260806
          92     0.04936   0.0349387  0.00258452
          93     0.01988   0.0347768   0.0025618
          94     0.03728   0.0348034  0.00253468
          95     0.03528   0.0348084  0.00250801
          96    -0.01592     0.03428  0.00253694
          97     0.03932    0.034332  0.00251132
          98     -0.0046   0.0339347  0.00251692
          99     0.03296   0.0339248  0.00249151
         100     0.00184    0.033604  0.00248717
