#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.23604     0.23604           0
           2    0.253941     0.24499  0.00632908
           3     0.24785    0.245944  0.00429059
           4     0.22234    0.240043  0.00603902
           5    0.239322    0.239899  0.00483293
           6    0.216652    0.236024  0.00536002
           7    0.248375    0.237789  0.00487606
           8    0.228719    0.236655  0.00439639
           9    0.248691    0.237992  0.00410628
          10    0.230403    0.237233  0.00376513
          11    0.256881    0.239019  0.00382313
          12     0.23235    0.238464   0.0035447
          13    0.225886    0.237496   0.0034015
          14    0.216296    0.235982  0.00347932
          15    0.210342    0.234273  0.00364313
          16    0.224662    0.233672   0.0034646
          17    0.233953    0.233688  0.00326084
          18    0.252988    0.234761  0.00325117
          19    0.233284    0.234683  0.00308099
          20    0.223159    0.234107  0.00298033
          21    0.235691    0.234182  0.00283937
          22    0.238015    0.234356  0.00271564
          23     0.23085    0.234204  0.00260185
          24    0.232837    0.234147  0.00249406
          25     0.21801    0.233502  0.00247641
          26    0.249853     0.23413  0.00245972
          27    0.226654    0.233854  0.00238416
          28    0.205965    0.232858  0.00249841
          29    0.237557     0.23302  0.00241751
          30    0.242467    0.233334  0.00235734
          31    0.227725    0.233154  0.00228823
          32    0.239831    0.233362  0.00222622
          33    0.212186     0.23272  0.00224934
          34    0.231087    0.232672   0.0021837
          35    0.244031    0.232997  0.00214529
          36    0.225092    0.232777   0.0020969
          37     0.23198    0.232756  0.00204034
          38    0.223731    0.232518  0.00200042
          39    0.227196    0.232382  0.00195378
          40    0.253138    0.232901  0.00197264
          41    0.236531    0.232989  0.00192651
          42    0.217205    0.232614  0.00191695
          43    0.259913    0.233248   0.0019747
          44    0.245284    0.233522  0.00194867
          45    0.204396    0.232875  0.00200999
          46     0.21349    0.232453  0.00200998
          47    0.244618    0.232712  0.00198381
          48     0.22554    0.232563   0.0019481
          49    0.204874    0.231998  0.00198861
          50    0.210596     0.23157  0.00199437
          51    0.224436     0.23143  0.00196016
          52    0.225462    0.231315  0.00192582
          53    0.218611    0.231075  0.00190435
          54    0.227302    0.231005  0.00187036
          55    0.237434    0.231122     0.00184
          56    0.214509    0.230826  0.00183091
          57    0.227902    0.230774   0.0017995
          58     0.23247    0.230804  0.00176872
          59    0.212616    0.230495   0.0017654
          60    0.222573    0.230363   0.0017409
          61    0.203607    0.229925  0.00176676
          62    0.221001    0.229781  0.00174411
          63    0.245316    0.230027  0.00173377
          64    0.240373    0.230189   0.0017142
          65    0.209346    0.229868  0.00171756
          66    0.212682    0.229608  0.00171116
          67    0.234862    0.229686  0.00168742
          68    0.235563    0.229773  0.00166481
          69    0.212314     0.22952   0.0016598
          70    0.236322    0.229617  0.00163893
          71    0.244526    0.229827  0.00162925
          72    0.227797    0.229799  0.00160686
          73    0.231496    0.229822  0.00158502
          74    0.223952    0.229743  0.00156558
          75    0.216034     0.22956  0.00155534
          76     0.22424     0.22949  0.00153645
          77    0.216337    0.229319  0.00152596
          78     0.23299    0.229366  0.00150712
          79    0.226953    0.229335  0.00148836
          80    0.226555    0.229301  0.00147016
          81    0.218548    0.229168  0.00145799
          82    0.219702    0.229053  0.00144477
          83    0.229598    0.229059  0.00142738
          84    0.229215    0.229061  0.00141039
          85    0.228492    0.229054  0.00139381
          86    0.208668    0.228817  0.00139762
          87    0.229285    0.228823  0.00138156
          88    0.235447    0.228898  0.00136791
          89    0.205147    0.228631  0.00137833
          90    0.225886    0.228601  0.00136335
          91    0.199618    0.228282  0.00138507
          92    0.250271    0.228521  0.00139048
          93    0.219444    0.228423  0.00137895
          94    0.218983    0.228323  0.00136793
          95    0.244731    0.228496  0.00136439
          96    0.219254    0.228399  0.00135357
          97    0.223158    0.228345   0.0013407
          98    0.210422    0.228163  0.00133943
          99    0.222277    0.228103  0.00132722
         100    0.220578    0.228028  0.00131608
