#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.74912    -0.74912           0
           2    -0.71856    -0.73384   0.0108046
           3    -0.71472   -0.727467  0.00888615
           4    -0.72664    -0.72726  0.00666702
           5    -0.73144   -0.728096  0.00538577
           6    -0.72776    -0.72804  0.00448843
           7    -0.72632   -0.727794  0.00385395
           8    -0.72048    -0.72688  0.00347897
           9     -0.7316   -0.727404  0.00313169
          10     -0.7276   -0.727424  0.00281859
          11    -0.71368   -0.726175  0.00282575
          12    -0.72432    -0.72602  0.00259449
          13    -0.71088   -0.724855  0.00264341
          14    -0.71472   -0.724131  0.00255181
          15    -0.72288   -0.724048  0.00238305
          16    -0.73856   -0.724955  0.00240052
          17    -0.71264   -0.724231  0.00236609
          18    -0.73488   -0.724822  0.00230742
          19    -0.72048   -0.724594  0.00219727
          20    -0.72944   -0.724836  0.00210072
          21    -0.71336    -0.72429  0.00207055
          22    -0.74336   -0.725156  0.00215024
          23      -0.716   -0.724758  0.00209328
          24     -0.7144   -0.724327  0.00205007
          25    -0.70176   -0.723424  0.00215766
          26    -0.73352   -0.723812  0.00210933
          27     -0.7104   -0.723316  0.00208888
          28    -0.71296   -0.722946  0.00204676
          29    -0.71624   -0.722714   0.0019892
          30    -0.72848   -0.722907  0.00193215
          31    -0.71632   -0.722694  0.00188147
          32    -0.72792   -0.722857  0.00182975
          33      -0.718    -0.72271  0.00178021
          34    -0.73432   -0.723052   0.0017603
          35     -0.7332   -0.723342  0.00173372
          36    -0.71656   -0.723153  0.00169576
          37    -0.71616   -0.722964  0.00166043
          38    -0.70352   -0.722453  0.00169374
          39    -0.71552   -0.722275  0.00165962
          40    -0.72152   -0.722256  0.00161823
          41    -0.72432   -0.722306  0.00157955
          42    -0.72768   -0.722434  0.00154711
          43     -0.7312   -0.722638   0.0015245
          44    -0.72376   -0.722664  0.00149007
          45    -0.72112   -0.722629  0.00145735
          46    -0.72328   -0.722643  0.00142574
          47    -0.72536   -0.722701  0.00139658
          48    -0.73224     -0.7229  0.00138155
          49    -0.73056   -0.723056  0.00136217
          50    -0.72368   -0.723069  0.00133498
          51     -0.7224   -0.723056  0.00130887
          52    -0.72536     -0.7231  0.00128445
          53    -0.71712   -0.722987  0.00126516
          54     -0.7224   -0.722976  0.00124178
          55     -0.7148   -0.722828  0.00122807
          56     -0.7324   -0.722999  0.00121797
          57    -0.72864   -0.723098  0.00120062
          58    -0.71864   -0.723021  0.00118238
          59     -0.7264   -0.723078  0.00116372
          60    -0.73104   -0.723211  0.00115187
          61    -0.72176   -0.723187  0.00113323
          62    -0.72064   -0.723146   0.0011157
          63    -0.72536   -0.723181  0.00109854
          64      -0.722   -0.723162  0.00108153
          65      -0.728   -0.723237  0.00106745
          66      -0.732    -0.72337   0.0010595
          67    -0.72736   -0.723429  0.00104536
          68    -0.72336   -0.723428  0.00102999
          69    -0.71728   -0.723339  0.00101891
          70    -0.72768   -0.723401  0.00100624
          71     -0.7228   -0.723393 0.000992102
          72    -0.73192   -0.723511 0.000985366
          73     -0.7376   -0.723704 0.000990589
          74    -0.71072   -0.723529  0.00099262
          75    -0.72352   -0.723529 0.000979385
          76     -0.7176   -0.723451   0.0009696
          77    -0.71208   -0.723303 0.000968188
          78    -0.72152    -0.72328 0.000956045
          79     -0.7264   -0.723319 0.000944758
          80    -0.72152   -0.723297 0.000933217
          81    -0.72576   -0.723327 0.000922191
          82    -0.72144   -0.723304 0.000911232
          83     -0.7132   -0.723183 0.000908349
          84    -0.73192   -0.723287 0.000903471
          85    -0.72352   -0.723289 0.000892846
          86    -0.71784   -0.723226  0.00088471
          87    -0.71864   -0.723173  0.00087611
          88    -0.71392   -0.723068 0.000872441
          89    -0.71936   -0.723027 0.000863633
          90    -0.72528   -0.723052   0.0008544
          91    -0.72216   -0.723042 0.000845067
          92    -0.71712   -0.722977 0.000838329
          93    -0.73624    -0.72312 0.000841357
          94    -0.72376   -0.723127 0.000832434
          95    -0.71424   -0.723033 0.000828911
          96    -0.71856   -0.722987 0.000821585
          97    -0.71504   -0.722905  0.00081719
          98     -0.7176   -0.722851 0.000810642
          99    -0.72432   -0.722865 0.000802589
         100    -0.72584   -0.722895 0.000795114
