#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     7.86538     7.86538           0
           2     4.50495     6.18516     1.18809
           3     5.32982     5.90005    0.825564
           4     3.69425      5.3486    0.781951
           5      3.8584     5.05056    0.679992
           6     6.05724     5.21834    0.586994
           7     7.18313     5.49902    0.566282
           8     4.71215     5.40066    0.503967
           9     4.67571     5.32011    0.454362
          10     6.42967     5.43107    0.422257
          11     5.41142     5.42928    0.383873
          12     6.39215     5.50952    0.360172
          13     5.55956     5.51337    0.332487
          14     5.25193      5.4947    0.309262
          15     5.46538     5.49274    0.288651
          16     8.11789     5.65681    0.313794
          17     3.69018     5.54113    0.315941
          18     6.43251     5.59065    0.302245
          19     6.90887     5.66003    0.294193
          20     6.48633     5.70135    0.282369
          21     6.31898     5.73076    0.270451
          22     7.00815     5.78882    0.264317
          23     5.13905     5.76057     0.25433
          24     4.24662     5.69749    0.251434
          25     5.75767      5.6999    0.241388
          26     7.19098     5.75724     0.23882
          27     5.24545     5.73829    0.230725
          28     6.05636     5.74965    0.222765
          29     4.58364     5.70944    0.218682
          30     6.62967     5.74012    0.213533
          31     4.87564     5.71223    0.208458
          32     6.35571     5.73234    0.202911
          33      6.0704     5.74258     0.19702
          34     6.68676     5.77035    0.193173
          35     5.74531     5.76964    0.187655
          36     5.60873     5.76517    0.182496
          37     6.51687     5.78548    0.178691
          38     4.91978      5.7627    0.175434
          39     4.32982     5.72596    0.174741
          40     6.09535      5.7352    0.170616
          41     7.46945      5.7775    0.171618
          42     5.92095     5.78091    0.167566
          43     6.82829     5.80527     0.16543
          44     6.29927      5.8165    0.162051
          45     7.21942     5.84767    0.161421
          46     5.69367     5.84432    0.157946
          47     6.08124     5.84936    0.154666
          48     5.39636     5.83993    0.151732
          49     6.78705     5.85926    0.149861
          50     5.52044     5.85248    0.147017
          51     6.08545     5.85705    0.144205
          52      5.4248     5.84874    0.141671
          53     4.51025     5.82348    0.141231
          54     5.52451     5.81794    0.138724
          55     6.60625     5.83228    0.136941
          56     4.86385     5.81498    0.135583
          57     6.86996     5.83349    0.134462
          58      5.3048     5.82438    0.132452
          59     5.53789     5.81952    0.130296
          60     5.63695     5.81648     0.12816
          61     4.10284     5.78839    0.129101
          62     5.00058     5.77568    0.127643
          63     6.14996     5.78162    0.125755
          64     6.04109     5.78568    0.123855
          65     4.50305     5.76594    0.123512
          66     5.75295     5.76575     0.12164
          67     6.13302     5.77123    0.119948
          68     4.84065     5.75754    0.118962
          69     5.98625     5.76086    0.117284
          70     5.54589     5.75779    0.115649
          71     6.25927     5.76485    0.114236
          72     5.37527     5.75944    0.112777
          73     5.51127     5.75604    0.111284
          74     3.68378     5.72804    0.113248
          75     4.80553     5.71574    0.112404
          76     5.96356       5.719    0.110973
          77     5.27069     5.71317    0.109684
          78     4.39207     5.69624    0.109578
          79     6.38538     5.70496    0.108537
          80      5.6968     5.70486    0.107181
          81     4.56327     5.69076     0.10678
          82      6.0032     5.69457    0.105546
          83     4.82262     5.68407    0.104796
          84     6.12393     5.68931    0.103679
          85     5.14167     5.68286    0.102659
          86     4.90633     5.67383    0.101862
          87     6.94393     5.68843    0.101732
          88     6.09935      5.6931    0.100683
          89     5.53244      5.6913   0.0995677
          90     4.94793     5.68304   0.0988033
          91     5.89316     5.68535   0.0977446
          92     5.18313     5.67989   0.0968344
          93       5.116     5.67382   0.0959829
          94     5.96022     5.67687   0.0950101
          95     7.81396     5.69937   0.0966365
          96     5.65811     5.69894   0.0956308
          97     5.52167     5.69711   0.0946624
          98     5.09578     5.69097   0.0938951
          99     4.86422     5.68262   0.0933173
         100     4.79382     5.67373   0.0928064
