#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.385456    0.385456           0
           2    0.399253    0.392354  0.00487817
           3    0.432567    0.405759   0.0114174
           4    0.353616    0.392723   0.0141694
           5     0.37965    0.390108   0.0115742
           6    0.409016     0.39326    0.010065
           7    0.374945    0.390643  0.00896081
           8    0.372883    0.388423  0.00811105
           9    0.419696    0.391898  0.00791921
          10    0.420225    0.394731  0.00761708
          11    0.370184    0.392499  0.00724411
          12    0.449873     0.39728  0.00806538
          13     0.39696    0.397256    0.007445
          14     0.41617    0.398607  0.00703473
          15    0.367261    0.396517  0.00686913
          16    0.375055    0.395176  0.00656948
          17    0.348968    0.392457  0.00672185
          18    0.394421    0.392567   0.0063493
          19    0.391395    0.392505  0.00601543
          20    0.406235    0.393191   0.0057537
          21    0.374773    0.392314  0.00554615
          22    0.392129    0.392306  0.00529406
          23     0.36324    0.391042  0.00521254
          24    0.413911    0.391995   0.0050817
          25    0.365492    0.390935  0.00498778
          26    0.445736    0.393043  0.00522233
          27     0.41034    0.393683  0.00506806
          28     0.43696    0.395229  0.00511731
          29    0.355912    0.393873   0.0051173
          30    0.445557    0.395596  0.00522869
          31     0.35911    0.394419   0.0051908
          32    0.377706    0.393897   0.0050548
          33    0.423504    0.394794  0.00498061
          34    0.394039    0.394772  0.00483417
          35    0.389494    0.394621   0.0046984
          36    0.397792    0.394709  0.00456872
          37    0.436812    0.395847  0.00458476
          38    0.395521    0.395838  0.00446411
          39    0.382113    0.395486   0.0043635
          40    0.365921    0.394747  0.00431656
          41    0.427659     0.39555  0.00428527
          42    0.326026    0.393895  0.00449159
          43    0.404205    0.394134  0.00439353
          44    0.369664    0.393578  0.00432873
          45    0.434196    0.394481  0.00432562
          46    0.328018    0.393036  0.00446637
          47    0.411904    0.393437  0.00438935
          48    0.415892    0.393905  0.00432276
          49    0.366698     0.39335  0.00427005
          50    0.423639    0.393956   0.0042274
          51    0.377944    0.393642  0.00415616
          52     0.43835    0.394502  0.00416421
          53     0.40693    0.394736  0.00409224
          54    0.391696     0.39468  0.00401684
          55    0.392932    0.394648  0.00394393
          56    0.409382    0.394911  0.00388227
          57    0.394138    0.394898  0.00381419
          58    0.375461    0.394562  0.00376312
          59    0.384423    0.394391  0.00370326
          60    0.410699    0.394662   0.0036515
          61    0.316698    0.393384  0.00380875
          62    0.403024     0.39354   0.0037505
          63    0.354251    0.392916  0.00374245
          64    0.389124    0.392857  0.00368445
          65    0.350149      0.3922  0.00368588
          66    0.443636    0.392979  0.00371151
          67    0.410852    0.393246  0.00366569
          68    0.406806    0.393445  0.00361721
          69    0.473612    0.394607  0.00374673
          70    0.348769    0.393952  0.00374999
          71    0.396899    0.393994   0.0036974
          72    0.437897    0.394604  0.00369599
          73    0.353217    0.394037  0.00368858
          74    0.409532    0.394246  0.00364468
          75    0.369207    0.393912  0.00361134
          76    0.361018    0.393479  0.00358967
          77    0.371887    0.393199  0.00355398
          78    0.414582    0.393473  0.00351898
          79    0.421448    0.393827   0.0034922
          80    0.396599    0.393862  0.00344872
          81    0.383687    0.393736  0.00340843
          82    0.338956    0.393068  0.00343171
          83    0.402188    0.393178  0.00339212
          84    0.387649    0.393112  0.00335238
          85    0.403058    0.393229  0.00331498
          86     0.35789    0.392818  0.00330181
          87     0.46432     0.39364  0.00336459
          88    0.379299    0.393477   0.0033303
          89    0.443752    0.394042  0.00334044
          90    0.370683    0.393783  0.00331339
          91    0.425063    0.394126  0.00329477
          92    0.405872    0.394254  0.00326143
          93    0.338722    0.393657  0.00328056
          94    0.418854    0.393925   0.0032566
          95    0.447687    0.394491  0.00327112
          96     0.43998    0.394965  0.00327118
          97    0.397793    0.394994  0.00323759
          98    0.385878    0.394901  0.00320589
          99    0.433477    0.395291   0.0031971
         100    0.357202     0.39491  0.00318774
