#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.11744     0.11744           0
           2       0.081     0.09922   0.0128835
           3     0.03664     0.07836   0.0190752
           4     0.09464     0.08243   0.0147342
           5     0.13868     0.09368   0.0154981
           6        0.14      0.1014   0.0147128
           7     0.10408    0.101783   0.0126159
           8     0.08248     0.09937   0.0112673
           9     0.05636   0.0945911   0.0109822
          10      0.2292    0.108052   0.0161483
          11     0.02808    0.100782   0.0162346
          12        0.09   0.0998833   0.0149065
          13     0.21144    0.108465   0.0160408
          14     0.08016    0.106443   0.0150219
          15       0.121    0.107413   0.0140518
          16      0.0768      0.1055   0.0133032
          17     0.04992    0.102231   0.0129161
          18      0.1914    0.107184   0.0131142
          19       0.129    0.108333   0.0124741
          20     0.13192    0.109512   0.0119061
          21     0.15348    0.111606   0.0115217
          22     0.15664    0.113653   0.0111784
          23     0.03072    0.110047   0.0112589
          24      0.0812    0.108845   0.0108537
          25      0.1774    0.111587   0.0107604
          26     0.08316    0.110494    0.010402
          27     0.22024    0.114559   0.0107817
          28      0.0352    0.111724   0.0107627
          29     0.18812    0.114359   0.0107091
          30     0.18288    0.116643   0.0105929
          31     0.18548    0.118863   0.0104814
          32     0.20836     0.12166   0.0105203
          33     0.14848    0.122473   0.0102329
          34     0.19704    0.124666   0.0101642
          35     0.11292     0.12433  0.00987935
          36     0.13668    0.124673  0.00961088
          37     0.10476    0.124135  0.00936618
          38     0.12124    0.124059  0.00912001
          39     0.13272    0.124281  0.00888887
          40     0.22708    0.126851  0.00903053
          41     0.13292    0.126999  0.00881149
          42     0.09792    0.126307  0.00862885
          43      0.1024    0.125751  0.00844607
          44     0.20496    0.127551  0.00844378
          45     0.24936    0.130258  0.00867918
          46     0.10404    0.129688   0.0085092
          47      0.0092    0.127124  0.00870575
          48     0.04656    0.125446  0.00868467
          49     0.02128     0.12332  0.00876375
          50     0.18588    0.124571  0.00867734
          51     -0.0386    0.121372  0.00907788
          52     0.09744    0.120912  0.00891497
          53     0.07344    0.120016  0.00879164
          54     0.04072    0.118547  0.00875061
          55     0.07156    0.117693  0.00863311
          56     0.04588    0.116411  0.00857366
          57     0.09212    0.115985  0.00843383
          58     0.13144    0.116251  0.00829263
          59     0.05444    0.115203  0.00821799
          60     0.09988    0.114948  0.00808499
          61      0.0926    0.114582  0.00796074
          62     0.08912    0.114171  0.00784293
          63     0.15392    0.114802  0.00774377
          64     0.07216    0.114136  0.00765139
          65     0.15944    0.114833  0.00756535
          66      0.0532    0.113899  0.00750814
          67     0.08064    0.113402  0.00741247
          68     0.03252    0.112213  0.00739828
          69     0.09376    0.111946  0.00729589
          70      0.1162    0.112006  0.00719192
          71     0.05736    0.111237  0.00713169
          72     0.05484    0.110453  0.00707552
          73     0.03228    0.109382  0.00705917
          74     0.19508    0.110541  0.00705813
          75      0.1188    0.110651  0.00696488
          76     0.26108     0.11263  0.00714895
          77     0.01408     0.11135  0.00716976
          78     0.02972    0.110304  0.00715381
          79     0.12696    0.110514  0.00706637
          80      0.2238    0.111931  0.00711851
          81     0.08832    0.111639  0.00703659
          82     0.09388    0.111422  0.00695411
          83     0.08448    0.111098   0.0068779
          84       0.053    0.110406  0.00683071
          85     0.11948    0.110513  0.00675118
          86      0.1558     0.11104  0.00669318
          87     0.10884    0.111014   0.0066163
          88     0.03804    0.110185  0.00659287
          89    -0.02312    0.108687  0.00668677
          90     0.04472    0.107976  0.00665014
          91     -0.0418    0.106331  0.00677768
          92      0.0696    0.105931  0.00671576
          93     0.09376      0.1058  0.00664482
          94     0.13536    0.106115  0.00658157
          95      0.1916    0.107015  0.00657352
          96     0.04448    0.106363  0.00653724
          97     0.17264    0.107047  0.00650545
          98     0.13864    0.107369  0.00644705
          99     0.21432    0.108449  0.00647181
         100       0.104    0.108405  0.00640725
