#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.89543     2.89543           0
           2     2.98366     2.93954   0.0311935
           3     2.89406     2.92438   0.0242016
           4     3.33651     3.02741   0.0910569
           5     2.98429     3.01879    0.073253
           6     2.34303     2.90616     0.11957
           7     2.80914      2.8923    0.103289
           8     2.76474     2.87636   0.0916002
           9     2.77371     2.86495   0.0821293
          10     2.76297     2.85475   0.0745469
          11     2.85474     2.85475   0.0677699
          12      2.9408     2.86192   0.0625006
          13     2.95126      2.8688   0.0580694
          14     2.63829     2.85233   0.0562074
          15     3.23789     2.87803   0.0580406
          16      2.9724     2.88393   0.0547119
          17     2.85389     2.88216   0.0515221
          18     3.16623     2.89795   0.0510194
          19     3.03349     2.90508   0.0488304
          20     3.04766     2.91221   0.0469064
          21     2.60611     2.89763   0.0468827
          22     3.17994     2.91046   0.0464747
          23     2.69131     2.90094   0.0454203
          24     2.64451     2.89025   0.0447668
          25     3.03617     2.89609    0.043355
          26     3.19714     2.90767    0.043206
          27     3.04417     2.91272   0.0419006
          28     2.78971     2.90833   0.0406338
          29     3.10994     2.91528   0.0398229
          30     2.93886     2.91607   0.0385032
          31     3.10383     2.92213   0.0377345
          32     2.76063     2.91708   0.0368913
          33     2.37994      2.9008      0.0392
          34     2.80589     2.89801   0.0381463
          35     3.74577     2.92223   0.0440807
          36     2.73051     2.91691   0.0431768
          37     3.05229     2.92057   0.0421646
          38     3.03263     2.92351    0.041158
          39      2.7176     2.91823   0.0404399
          40     2.77783     2.91472   0.0395809
          41     2.65326     2.90835   0.0391259
          42     3.12171     2.91343   0.0385227
          43     3.61663     2.92978   0.0409512
          44     2.90171     2.92914   0.0400254
          45     2.95857      2.9298   0.0391413
          46      3.0504     2.93242   0.0383781
          47     3.04314     2.93477   0.0376338
          48     2.83497      2.9327   0.0369072
          49     2.59417     2.92579   0.0367949
          50      2.6388     2.92005   0.0365039
          51     3.00389     2.92169   0.0358252
          52     3.47091     2.93225   0.0366601
          53     3.37851     2.94067   0.0369227
          54     2.76023     2.93733   0.0363899
          55     3.59269     2.94925   0.0376285
          56     2.99086     2.94999   0.0369639
          57     2.84297     2.94811   0.0363631
          58      2.2744      2.9365   0.0375456
          59     2.83606     2.93479   0.0369478
          60     3.50749     2.94434   0.0375446
          61     2.88651     2.94339   0.0369411
          62     2.36589     2.93408   0.0375012
          63      3.3556     2.94077   0.0374981
          64     3.05257     2.94251   0.0369528
          65     2.78834     2.94014   0.0364604
          66     3.04531     2.94174   0.0359428
          67     3.06383     2.94356   0.0354525
          68     3.15926     2.94673   0.0350727
          69     2.91006      2.9462   0.0345684
          70      2.2528     2.93629   0.0354655
          71     2.47154     2.92975   0.0355649
          72     3.08926     2.93196   0.0351399
          73      2.8628     2.93102   0.0346713
          74     3.11434     2.93349   0.0342911
          75     3.22886     2.93743   0.0340593
          76     3.11766      2.9398   0.0336936
          77     2.75097     2.93735   0.0333452
          78     2.93149     2.93727   0.0329178
          79     2.67109     2.93391   0.0326731
          80       3.168     2.93683   0.0323954
          81     2.76091     2.93466   0.0320682
          82     2.56697     2.93018   0.0319891
          83     2.79434     2.92854   0.0316455
          84     2.80503     2.92707   0.0313029
          85     2.35497     2.92034     0.03165
          86     2.89503     2.92004   0.0312833
          87     2.99657     2.92092   0.0309361
          88     2.62223     2.91753   0.0307702
          89      2.5864     2.91381   0.0306486
          90     2.61331     2.91047   0.0304893
          91     3.13194      2.9129   0.0302513
          92     3.08869     2.91481   0.0299827
          93     2.79423     2.91352   0.0296884
          94     2.54389     2.90959   0.0296318
          95     2.80926     2.90853   0.0293387
          96      3.3504     2.91313   0.0293919
          97     2.59954      2.9099   0.0292662
          98     3.31571     2.91404    0.029259
          99     3.14783      2.9164   0.0290586
         100     3.20034     2.91924   0.0289064
