#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     -0.5776     -0.5776           0
           2    -0.58208    -0.57984  0.00158392
           3    -0.58384   -0.581173  0.00151664
           4     -0.5904    -0.58348  0.00229878
           5    -0.57768    -0.58232  0.00211152
           6    -0.59088   -0.583747  0.00218914
           7    -0.58792   -0.584343   0.0019559
           8    -0.58352    -0.58424  0.00171412
           9    -0.58808   -0.584667  0.00157587
          10    -0.57496   -0.583696    0.001691
          11    -0.58536   -0.583847  0.00154403
          12    -0.59192    -0.58452  0.00155502
          13     -0.5756   -0.583834  0.00157955
          14    -0.58248   -0.583737  0.00146968
          15     -0.5808   -0.583541  0.00138469
          16    -0.58376   -0.583555  0.00129821
          17    -0.57984   -0.583336   0.0012401
          18     -0.5676   -0.582462  0.00144692
          19    -0.59184   -0.582956  0.00145251
          20    -0.58432   -0.583024  0.00138148
          21     -0.5784   -0.582804  0.00133313
          22    -0.56784   -0.582124   0.0014356
          23    -0.58848     -0.5824  0.00139953
          24    -0.58152   -0.582363   0.0013417
          25    -0.57592   -0.582106  0.00131255
          26    -0.58624   -0.582265  0.00127166
          27     -0.5768   -0.582062  0.00124057
          28    -0.58976   -0.582337  0.00122635
          29    -0.57224   -0.581989  0.00123249
          30    -0.58752   -0.582173  0.00120512
          31     -0.5868   -0.582323  0.00117545
          32    -0.57432   -0.582073  0.00116502
          33    -0.58208   -0.582073  0.00112971
          34    -0.57624   -0.581901  0.00110944
          35    -0.59104   -0.582162  0.00110804
          36    -0.58336   -0.582196  0.00107776
          37    -0.57864   -0.582099  0.00105291
          38    -0.58264   -0.582114  0.00102529
          39    -0.56616   -0.581705  0.00107752
          40    -0.58224   -0.581718  0.00105067
          41    -0.59008   -0.581922  0.00104465
          42    -0.58272   -0.581941  0.00101995
          43     -0.5892    -0.58211   0.0010101
          44     -0.5848   -0.582171 0.000988996
          45    -0.57096   -0.581922 0.000997904
          46      -0.594   -0.582184  0.00101016
          47    -0.57784   -0.582092 0.000992891
          48    -0.59016    -0.58226  0.00098633
          49    -0.58904   -0.582398 0.000975858
          50    -0.57848    -0.58232 0.000959483
          51    -0.58584   -0.582389 0.000943148
          52    -0.59456   -0.582623 0.000953611
          53    -0.58168   -0.582605 0.000935785
          54    -0.57656   -0.582493 0.000925127
          55     -0.5944    -0.58271 0.000933293
          56     -0.5832   -0.582719 0.000916668
          57    -0.57696   -0.582618 0.000906136
          58    -0.58432   -0.582647 0.000890988
          59    -0.59856   -0.582917   0.0009158
          60    -0.58192     -0.5829 0.000900687
          61    -0.58672   -0.582963 0.000888096
          62    -0.57928   -0.582903 0.000875756
          63    -0.57808   -0.582827 0.000865195
          64    -0.59496   -0.583016   0.0008722
          65    -0.58648    -0.58307 0.000860408
          66     -0.5784   -0.582999 0.000850276
          67    -0.57784   -0.582922 0.000841064
          68    -0.59056   -0.583034 0.000836162
          69    -0.59456   -0.583201 0.000840564
          70    -0.57784   -0.583125 0.000832037
          71    -0.57312   -0.582984 0.000832165
          72    -0.57912    -0.58293 0.000822335
          73    -0.58248   -0.582924 0.000811094
          74    -0.59008   -0.583021 0.000805877
          75     -0.5896   -0.583108 0.000799893
          76    -0.58696   -0.583159 0.000790972
          77    -0.58384   -0.583168 0.000780749
          78    -0.58904   -0.583243 0.000774361
          79    -0.58544   -0.583271 0.000765058
          80    -0.58456   -0.583287 0.000755664
          81    -0.57864    -0.58323  0.00074851
          82    -0.58888   -0.583299 0.000742546
          83    -0.58336   -0.583299   0.0007336
          84    -0.58016   -0.583262 0.000725818
          85    -0.57664   -0.583184 0.000721448
          86    -0.58416   -0.583195 0.000713149
          87     -0.5748   -0.583099  0.00071145
          88     -0.5876    -0.58315 0.000705202
          89    -0.58208   -0.583138 0.000697381
          90    -0.57736   -0.583074 0.000692581
          91    -0.58232   -0.583065  0.00068502
          92    -0.57864   -0.583017  0.00067926
          93    -0.58688   -0.583059 0.000673225
          94    -0.57928   -0.583019 0.000667262
          95    -0.57344   -0.582918 0.000667813
          96    -0.58616   -0.582952  0.00066171
          97    -0.58152   -0.582937 0.000655053
          98    -0.58312   -0.582939 0.000648371
          99    -0.58176   -0.582927 0.000641932
         100    -0.58848   -0.582982  0.00063791
