#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.288654    0.288654           0
           2    0.302624    0.295639  0.00493901
           3    0.283477    0.291585  0.00466892
           4    0.280405     0.28879  0.00425681
           5    0.282903    0.287613  0.00356458
           6    0.299663    0.289621  0.00349072
           7    0.306091    0.291974  0.00370097
           8    0.262765    0.288323  0.00470652
           9    0.305607    0.290243  0.00455859
          10    0.324413     0.29366  0.00522885
          11    0.282953    0.292687  0.00484325
          12    0.267776    0.290611  0.00486423
          13    0.302361    0.291515  0.00457326
          14    0.286014    0.291122  0.00426344
          15    0.303559    0.291951  0.00405904
          16    0.294939    0.292138  0.00380965
          17    0.284799    0.291706  0.00360992
          18     0.31445     0.29297  0.00362376
          19    0.289223    0.292772   0.0034384
          20    0.265043    0.291386  0.00353498
          21    0.278628    0.290778  0.00341845
          22    0.304696    0.291411  0.00332109
          23     0.29202    0.291437   0.0031768
          24    0.292642    0.291488  0.00304483
          25    0.294172    0.291595  0.00292493
          26    0.304984     0.29211   0.0028574
          27    0.306901    0.292658   0.0028036
          28    0.300034    0.292921  0.00271582
          29    0.290786    0.292848  0.00262317
          30    0.293499    0.292869  0.00253582
          31    0.283275     0.29256  0.00247283
          32    0.271923    0.291915  0.00247822
          33    0.276455    0.291446  0.00244701
          34     0.31869    0.292248  0.00250279
          35    0.302856    0.292551  0.00244957
          36    0.287394    0.292408  0.00238571
          37    0.290092    0.292345  0.00232205
          38    0.286138    0.292182  0.00226668
          39    0.304366    0.292494  0.00222999
          40      0.2726    0.291997  0.00222901
          41    0.296764    0.292113  0.00217768
          42     0.28748    0.292003  0.00212862
          43    0.297355    0.292127  0.00208275
          44    0.305764    0.292437  0.00205835
          45    0.266131    0.291852  0.00209397
          46    0.288338    0.291776  0.00204985
          47     0.28875    0.291712  0.00200724
          48    0.264799    0.291151  0.00204223
          49    0.287322    0.291073  0.00200205
          50    0.288518    0.291022  0.00196266
          51    0.305162    0.291299  0.00194366
          52    0.281511    0.291111  0.00191537
          53      0.2996    0.291271  0.00188592
          54    0.288021    0.291211  0.00185196
          55    0.273508    0.290889  0.00184604
          56    0.314581    0.291312  0.00186093
          57    0.304506    0.291543  0.00184262
          58     0.28979    0.291513   0.0018111
          59    0.290941    0.291504  0.00178043
          60    0.304203    0.291715  0.00176329
          61    0.287921    0.291653  0.00173548
          62    0.271917    0.291335  0.00173643
          63    0.293678    0.291372  0.00170927
          64    0.286298    0.291293   0.0016844
          65    0.299867    0.291424  0.00166364
          66    0.301668     0.29158  0.00164566
          67     0.28363    0.291461  0.00162537
          68    0.288153    0.291412   0.0016022
          69    0.277529    0.291211  0.00159156
          70    0.270261    0.290912  0.00159672
          71    0.271801    0.290643  0.00159675
          72    0.279449    0.290487  0.00158212
          73     0.26013    0.290071  0.00161418
          74    0.269458    0.289793  0.00161622
          75     0.29797    0.289902  0.00159835
          76    0.301857    0.290059  0.00158504
          77    0.270961    0.289811  0.00158374
          78    0.302113    0.289969  0.00157127
          79    0.277458     0.28981  0.00155934
          80    0.295218    0.289878  0.00154131
          81    0.292937    0.289916  0.00152275
          82    0.300897     0.29005  0.00151005
          83    0.312425    0.290319  0.00151573
          84    0.292479    0.290345   0.0014979
          85    0.302754    0.290491  0.00148738
          86    0.294229    0.290534  0.00147072
          87    0.290386    0.290533  0.00145381
          88    0.285721    0.290478  0.00143832
          89    0.286126    0.290429  0.00142299
          90    0.292823    0.290456  0.00140743
          91    0.291863    0.290471  0.00139205
          92    0.273594    0.290288  0.00138895
          93    0.292281    0.290309  0.00137418
          94     0.28614    0.290265  0.00136028
          95    0.285266    0.290212  0.00134698
          96    0.284881    0.290157  0.00133409
          97    0.292358    0.290179  0.00132053
          98    0.280815    0.290084  0.00131051
          99    0.295256    0.290136  0.00129831
         100    0.301122    0.290246  0.00128997
