#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.248711    0.248711           0
           2    0.251731    0.250221  0.00106768
           3    0.227231    0.242558  0.00629737
           4    0.231119    0.239698  0.00533298
           5    0.227818    0.237322  0.00476638
           6    0.243356    0.238328  0.00407668
           7    0.242368    0.238905  0.00353493
           8    0.206815    0.234893  0.00486269
           9    0.198897    0.230894  0.00573605
          10    0.219748    0.229779  0.00526962
          11    0.222225    0.229093   0.0048351
          12    0.250528    0.230879   0.0047507
          13    0.230238     0.23083  0.00438552
          14    0.241874    0.231619  0.00414261
          15    0.223426    0.231072  0.00390227
          16    0.225459    0.230722  0.00367412
          17    0.217654    0.229953  0.00353748
          18    0.226811    0.229778  0.00334526
          19    0.231573    0.229873  0.00317053
          20    0.214281    0.229093  0.00310636
          21     0.22161    0.228737  0.00297881
          22    0.227001    0.228658  0.00284446
          23    0.217059    0.228154  0.00276513
          24    0.234911    0.228435  0.00266421
          25    0.227895    0.228414  0.00255773
          26    0.240199    0.228867   0.0024992
          27    0.223087    0.228653  0.00241578
          28    0.224037    0.228488  0.00233512
          29    0.225043    0.228369  0.00225762
          30    0.217418    0.228004  0.00221168
          31    0.248263    0.228658  0.00223481
          32    0.233481    0.228808  0.00217005
          33    0.231068    0.228877  0.00210537
          34    0.240613    0.229222  0.00207155
          35    0.227353    0.229169  0.00201305
          36    0.240825    0.229492    0.001983
          37    0.226269    0.229405  0.00193132
          38    0.254341    0.230062  0.00198885
          39    0.217603    0.229742  0.00196334
          40    0.223028    0.229574  0.00192141
          41    0.241153    0.229857  0.00189519
          42     0.21468    0.229495   0.0018842
          43    0.249995    0.229972  0.00189974
          44     0.23621    0.230114  0.00186185
          45    0.213528    0.229745  0.00185659
          46     0.24647    0.230109  0.00185149
          47    0.213381    0.229753  0.00184599
          48    0.212622    0.229396  0.00184171
          49    0.223659    0.229279  0.00180784
          50    0.231734    0.229328  0.00177235
          51    0.229688    0.229335  0.00173761
          52    0.224512    0.229242  0.00170667
          53    0.225294    0.229168  0.00167609
          54    0.226805    0.229124  0.00164563
          55    0.232689    0.229189  0.00161698
          56    0.248113    0.229527  0.00162304
          57    0.224199    0.229433  0.00159725
          58    0.238182    0.229584  0.00157682
          59    0.246007    0.229863  0.00157447
          60     0.21501    0.229615  0.00156757
          61    0.228692      0.2296  0.00154194
          62    0.220746    0.229457  0.00152367
          63     0.22841     0.22944  0.00149957
          64    0.234382    0.229518  0.00147813
          65    0.212126     0.22925  0.00147941
          66    0.219289    0.229099  0.00146467
          67    0.225473    0.229045  0.00144381
          68    0.229606    0.229053   0.0014226
          69    0.230741    0.229078  0.00140219
          70    0.205203    0.228737  0.00142304
          71    0.221794    0.228639  0.00140635
          72    0.235447    0.228733  0.00138999
          73    0.244388    0.228948   0.0013874
          74    0.218765     0.22881  0.00137546
          75    0.244197    0.229015  0.00137233
          76    0.222459    0.228929  0.00135698
          77    0.224454    0.228871   0.0013406
          78    0.232731    0.228921  0.00132433
          79    0.207027    0.228643  0.00133625
          80    0.236941    0.228747  0.00132356
          81     0.22049    0.228645  0.00131114
          82    0.221697     0.22856  0.00129789
          83    0.241629    0.228718  0.00129177
          84    0.237803    0.228826  0.00128091
          85     0.22384    0.228767  0.00126718
          86    0.227181    0.228749  0.00125258
          87    0.235338    0.228825  0.00124047
          88    0.214605    0.228663  0.00123686
          89    0.234006    0.228723  0.00122441
          90    0.239044    0.228838  0.00121617
          91     0.22496    0.228795  0.00120355
          92    0.230849    0.228818  0.00119067
          93    0.218492    0.228707  0.00118304
          94    0.237024    0.228795  0.00117376
          95    0.236931    0.228881  0.00116452
          96    0.209022    0.228674  0.00117062
          97    0.238861    0.228779  0.00116325
          98    0.225351    0.228744  0.00115191
          99    0.240964    0.228867  0.00114687
         100    0.206777    0.228646  0.00115648
