#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.72493     1.72493           0
           2      1.6552     1.69007   0.0246545
           3     1.57582     1.65199   0.0351703
           4     1.78653     1.68562   0.0392985
           5     1.57658     1.66381   0.0369987
           6     1.54218     1.64354   0.0359598
           7      1.5372     1.62835     0.03388
           8     1.66347     1.63274    0.029928
           9     1.53627     1.62202   0.0284576
          10      1.8628      1.6461   0.0343182
          11     1.88489     1.66781   0.0374399
          12     1.77058     1.67637   0.0352859
          13     1.67329     1.67613   0.0325724
          14     1.86996     1.68998   0.0330573
          15     1.96636      1.7084   0.0356201
          16     1.72284     1.70931   0.0334053
          17     1.57444     1.70137   0.0323685
          18     1.74018     1.70353    0.030642
          19     1.57636     1.69684   0.0297513
          20     1.53476     1.68873   0.0293467
          21     1.53822     1.68156   0.0288111
          22     1.66893     1.68099   0.0275073
          23     1.56684     1.67603   0.0267552
          24     1.79213     1.68086   0.0260741
          25     1.44618     1.67148   0.0266676
          26     1.64373     1.67041   0.0256632
          27     1.39036     1.66004   0.0267268
          28     1.95236     1.67048   0.0277364
          29     1.62533     1.66892   0.0268236
          30     1.45151     1.66167   0.0268907
          31     1.56849     1.65867   0.0261907
          32      1.6648     1.65886    0.025373
          33        1.75     1.66162   0.0247539
          34     1.91138     1.66897   0.0250921
          35     1.75422      1.6714   0.0244932
          36     1.61338     1.66979   0.0238658
          37     1.66489     1.66966   0.0232211
          38     1.78338     1.67265   0.0228021
          39     1.56458     1.66988   0.0223852
          40     1.60209     1.66819   0.0218896
          41     1.82142     1.67192   0.0216724
          42     1.77236     1.67431   0.0212879
          43     1.72613     1.67552   0.0208269
          44     1.76849     1.67763   0.0204605
          45     1.64604     1.67693   0.0200179
          46     1.63458     1.67601   0.0196038
          47     1.70538     1.67663   0.0191967
          48     1.71956     1.67753   0.0188176
          49      1.8296     1.68063   0.0186877
          50      1.6748     1.68052   0.0183143
          51     1.68956     1.68069   0.0179561
          52     1.60169     1.67917   0.0176749
          53     1.61516     1.67797   0.0173827
          54     1.64436     1.67734   0.0170719
          55     1.87329     1.68091   0.0171292
          56     1.92889     1.68533   0.0173863
          57     1.76644     1.68676   0.0171394
          58      1.8492     1.68956   0.0170712
          59     1.86631     1.69255   0.0170427
          60     1.75787     1.69364   0.0167934
          61     1.92769     1.69748   0.0169507
          62     1.71013     1.69768   0.0166786
          63     1.79476     1.69922   0.0164848
          64     1.58133     1.69738   0.0163299
          65     1.67604     1.69705   0.0160819
          66     1.48373     1.69382   0.0161598
          67     1.53476     1.69145   0.0160921
          68     1.60947     1.69024   0.0159005
          69     1.76796     1.69137   0.0157099
          70     1.98098     1.69551    0.016021
          71     1.85262     1.69772   0.0159475
          72     1.79889     1.69912   0.0157877
          73     1.76009     1.69996   0.0155935
          74     1.71618     1.70018   0.0153844
          75     1.71564     1.70038   0.0151806
          76     1.87013     1.70262   0.0151443
          77     1.72298     1.70288   0.0149499
          78     1.73609     1.70331   0.0147643
          79      1.7064     1.70335   0.0145775
          80     1.80604     1.70463   0.0144517
          81     1.61036     1.70347   0.0143201
          82     1.82662     1.70497    0.014224
          83     1.57907     1.70345   0.0141332
          84     1.74809     1.70398    0.013975
          85     1.69738     1.70391   0.0138108
          86     1.66329     1.70343   0.0136583
          87     1.82862     1.70487   0.0135769
          88     1.62516     1.70397   0.0134528
          89     1.52738     1.70198   0.0134471
          90     1.79542     1.70302   0.0133377
          91     1.89698     1.70515   0.0133604
          92     1.45356     1.70242   0.0134921
          93     1.69129      1.7023   0.0133476
          94     1.61071     1.70132   0.0132411
          95     1.73342     1.70166    0.013106
          96       1.694     1.70158   0.0129698
          97     1.65467      1.7011   0.0128451
          98      1.7664     1.70176   0.0127313
          99     1.76631     1.70242   0.0126194
         100     1.72676     1.70266   0.0124955
