#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     3.04432     3.04432           0
           2     2.90555     2.97493   0.0490638
           3     2.01184      2.6539    0.264154
           4     2.17488     2.53415     0.22362
           5     2.87733     2.60278    0.189136
           6     1.74485      2.4598    0.204646
           7     2.62768     2.48378    0.176811
           8     2.29136     2.45973    0.156337
           9     2.88128     2.50657    0.145814
          10     2.16981     2.47289    0.135065
          11       2.836      2.5059    0.126756
          12     2.44757     2.50104    0.116286
          13     2.04293      2.4658    0.112554
          14     2.63616     2.47797     0.10517
          15     2.38048     2.47147   0.0983595
          16     3.05019     2.50764   0.0986385
          17     2.32619     2.49697   0.0934119
          18     2.70491     2.50852   0.0889338
          19     2.59072     2.51284   0.0843583
          20     2.53675     2.51404   0.0801488
          21     2.25323     2.50162   0.0772885
          22     2.50779      2.5019   0.0737759
          23     2.64565     2.50815   0.0708325
          24     2.21147     2.49579   0.0689514
          25     3.02037     2.51677   0.0693127
          26     2.59829     2.51991   0.0667177
          27     2.61109     2.52328   0.0643321
          28     2.35355     2.51722   0.0623195
          29     1.92805     2.49691   0.0633956
          30     2.60411     2.50048   0.0613831
          31     2.03813     2.48557   0.0611881
          32     2.33419     2.48083   0.0594585
          33     2.54805     2.48287   0.0576916
          34     2.75925       2.491   0.0565646
          35     2.25589     2.48428   0.0553459
          36     2.39307     2.48175   0.0538665
          37     2.44037     2.48063   0.0524222
          38     2.33093     2.47669   0.0511905
          39     2.52027     2.47781   0.0498901
          40     2.54053     2.47938   0.0486675
          41     2.72843     2.48545   0.0478581
          42     2.51163     2.48607   0.0467227
          43     2.02464     2.47534   0.0468522
          44     2.32032     2.47182   0.0459197
          45     2.38427     2.46987   0.0449404
          46     2.52635      2.4711   0.0439802
          47     2.39104      2.4694   0.0430775
          48     2.58533     2.47181   0.0422477
          49     2.58875      2.4742   0.0414528
          50     2.19461     2.46861   0.0409992
          51     2.61328     2.47145   0.0402933
          52     2.89472     2.47959   0.0403322
          53     2.17595     2.47386   0.0399761
          54      2.3272     2.47114   0.0393279
          55     2.73291      2.4759   0.0388998
          56     2.62789     2.47861   0.0382997
          57     2.79467     2.48416    0.038027
          58     2.58651     2.48592   0.0374123
          59     2.52133     2.48652    0.036783
          60     2.39136     2.48494   0.0362041
          61     2.32416      2.4823   0.0357064
          62     2.32005     2.47969   0.0352263
          63     2.38485     2.47818   0.0346993
          64     2.10117     2.47229   0.0346535
          65     2.45147     2.47197   0.0341219
          66     2.82091     2.47726    0.034012
          67     2.27083     2.47417   0.0336436
          68     2.35173     2.47237    0.033197
          69      2.8584     2.47797    0.033184
          70     2.87723     2.48367   0.0331965
          71     3.01664     2.49118   0.0335669
          72     2.74485      2.4947   0.0332851
          73     2.53888     2.49531   0.0328346
          74     1.98389      2.4884   0.0331102
          75     2.43845     2.48773   0.0326755
          76     2.56592     2.48876   0.0322617
          77     2.59232      2.4901   0.0318708
          78     2.13013     2.48549   0.0317945
          79     2.74133     2.48873   0.0315566
          80     2.41536     2.48781   0.0311754
          81     2.87893     2.49264   0.0311623
          82     2.55488      2.4934   0.0307915
          83     2.69333     2.49581   0.0305146
          84     2.80635      2.4995   0.0303744
          85     2.63099     2.50105   0.0300564
          86     2.84736     2.50508   0.0299755
          87     2.78672     2.50832   0.0298052
          88     2.39312     2.50701   0.0294953
          89     2.15168     2.50301   0.0294328
          90     2.37579      2.5016   0.0291397
          91     2.92496     2.50625   0.0291885
          92       2.888      2.5104   0.0291647
          93     2.57109     2.51105   0.0288584
          94     2.39152     2.50978   0.0285794
          95     2.62624     2.51101   0.0283049
          96     2.50528     2.51095   0.0280101
          97     2.75029     2.51342   0.0278298
          98     2.09477     2.50914   0.0278717
          99     2.09365     2.50495   0.0279044
         100     2.38901     2.50379   0.0276494
