#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.60048    -0.60048           0
           2    -0.57752      -0.589  0.00811759
           3    -0.57976    -0.58592   0.0059675
           4    -0.58696    -0.58618  0.00448128
           5    -0.58288    -0.58552   0.0036333
           6    -0.58384    -0.58524  0.00303852
           7    -0.58304   -0.584926  0.00262065
           8    -0.58312     -0.5847  0.00230277
           9    -0.59472   -0.585813  0.00230035
          10      -0.578   -0.585032  0.00219901
          11    -0.58024   -0.584596  0.00204179
          12    -0.58216   -0.584393  0.00188171
          13    -0.57824    -0.58392  0.00179551
          14    -0.57552    -0.58332  0.00176466
          15    -0.58136   -0.583189  0.00165185
          16    -0.59008    -0.58362  0.00160377
          17     -0.5808   -0.583454  0.00151798
          18      -0.578   -0.583151  0.00146358
          19     -0.5812   -0.583048  0.00139015
          20    -0.58736   -0.583264  0.00133725
          21    -0.58176   -0.583192  0.00127549
          22    -0.57744   -0.582931  0.00124402
          23    -0.57888   -0.582755  0.00120234
          24    -0.58352   -0.582787  0.00115267
          25      -0.578   -0.582595  0.00112235
          26     -0.5848    -0.58268  0.00108238
          27    -0.56872   -0.582163  0.00115922
          28    -0.58368   -0.582217  0.00111909
          29     -0.5808   -0.582168  0.00108156
          30    -0.58728   -0.582339  0.00105885
          31    -0.57776   -0.582191  0.00103494
          32    -0.58184    -0.58218  0.00100266
          33    -0.57992   -0.582112 0.000974611
          34    -0.58296   -0.582136 0.000946266
          35    -0.59152   -0.582405 0.000956456
          36    -0.57944   -0.582322 0.000933426
          37     -0.5808   -0.582281 0.000909104
          38    -0.57888   -0.582192 0.000889575
          39    -0.57288   -0.581953 0.000898235
          40    -0.59152   -0.582192 0.000907065
          41    -0.58152   -0.582176 0.000885089
          42    -0.58472   -0.582236 0.000866086
          43    -0.59624   -0.582562 0.000905106
          44    -0.59176   -0.582771 0.000908356
          45    -0.58304   -0.582777  0.00088819
          46     -0.5872   -0.582873 0.000874071
          47     -0.5816   -0.582846 0.000855894
          48    -0.58496    -0.58289 0.000839195
          49    -0.59032   -0.583042 0.000835655
          50    -0.58192   -0.583019 0.000819243
          51    -0.57752   -0.582911 0.000810245
          52     -0.5884   -0.583017 0.000801508
          53     -0.5776   -0.582915 0.000792875
          54    -0.59248   -0.583092 0.000797734
          55    -0.58272   -0.583085 0.000783258
          56    -0.58712   -0.583157 0.000772578
          57    -0.58848   -0.583251 0.000764647
          58    -0.58408   -0.583265 0.000751597
          59    -0.58216   -0.583246 0.000739092
          60    -0.58256   -0.583235 0.000726862
          61    -0.57632   -0.583121 0.000723731
          62    -0.58072   -0.583083 0.000713094
          63    -0.58088   -0.583048 0.000702631
          64    -0.58984   -0.583154 0.000699622
          65    -0.57608   -0.583045 0.000697272
          66    -0.59112   -0.583167 0.000697358
          67    -0.57568   -0.583056 0.000695846
          68    -0.58032   -0.583015 0.000686775
          69    -0.57896   -0.582957 0.000679332
          70    -0.58952    -0.58305 0.000676067
          71    -0.57672   -0.582961 0.000672399
          72     -0.5724   -0.582814  0.00067887
          73    -0.59632   -0.582999 0.000694323
          74     -0.5836   -0.583008 0.000684987
          75      -0.582   -0.582994 0.000675986
          76    -0.59128   -0.583103 0.000675826
          77    -0.57808   -0.583038  0.00067019
          78    -0.58792   -0.583101 0.000664514
          79      -0.578   -0.583036 0.000659232
          80    -0.58424   -0.583051 0.000651163
          81    -0.59144   -0.583155 0.000651308
          82    -0.58688     -0.5832 0.000644948
          83    -0.58912   -0.583271  0.00064111
          84     -0.5912   -0.583366 0.000640388
          85    -0.58184   -0.583348 0.000633105
          86    -0.58384   -0.583353  0.00062577
          87    -0.58768   -0.583403  0.00062055
          88    -0.58088   -0.583375  0.00061416
          89    -0.58304   -0.583371 0.000607271
          90    -0.57288   -0.583254 0.000611608
          91     -0.5812   -0.583232 0.000605304
          92    -0.58144   -0.583212 0.000599038
          93    -0.59256   -0.583313  0.00060097
          94    -0.57936   -0.583271 0.000596046
          95    -0.57768   -0.583212  0.00059267
          96    -0.58272   -0.583207 0.000586518
          97    -0.57344   -0.583106 0.000589051
          98      -0.584   -0.583115 0.000583111
          99    -0.57816   -0.583065 0.000579365
         100    -0.58264   -0.583061 0.000573587
